SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,CLIMATE8 ,FREESTN8 ,WLCNS8   ,RFCNS8   ,GLSSPC8  ,EQGLSS8  ,SUNGLS8  ,BLDSHP8  ,NFLOOR8  ,ELEVTR8  ,NELVTR8  ,ESCLTR8  ,RENOV8   ,RENADD8  ,RENRDC8  ,RENCOS8  ,RENEXT8  ,RENINT8  ,RENHVC8  ,RENLGT8  ,RENWIN8  ,RENPLB8  ,RENINS8  ,RENOTH8  ,GOVOWN8  ,GOVTYP8  ,OWNER8   ,OWNOCC8  ,NOCC8    ,NOCCAT8  ,MONUSE8  ,PORVAC8  ,OPEN248  ,OPNMF8   ,OPNWE8   ,WKHRS8   ,WKHRSC8  ,NWKER8   ,NWKERC8  ,HT18     ,HT28     ,COOL8    ,WATR8    ,COOK8    ,MANU8    ,GENR8    ,ONEACT8  ,FACIL8   ,HEATP8   ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,MAINHT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,MAINCL8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,WTHTEQ8  ,HWTRM8   ,RFGEQP8  ,RFGWI8   ,RFGOP8   ,RFGCL8   ,RFGRES8  ,RFGVEN8  ,PCTERM8  ,SERVER8  ,MNFRM8   ,SRVFRM8  ,TRNGRM8  ,STDNRM8  ,OTPCRM8  ,PCRMP8   ,SRVNUM8  ,SRVRC8   ,PCNUM8   ,PCTRMC8  ,FLAT8    ,FLATC8   ,PRNTRN8  ,PRNTYP8  ,COPIER8  ,COPRN8   ,FAX8     ,RDOFEQ8  ,CAPGEN8  ,ELHT18   ,NGHT18   ,ELHT28   ,NGHT28   ,ELCOOL8  ,NGCOOL8  ,ELWATR8  ,NGWATR8  ,ELCOOK8  ,NGCOOK8  ,ELMANU8  ,NGMANU8  ,NGGENR8  ,ELLOCUT8 ,ELNONLU8 ,ELOTSRC8 ,NGLOCUT8 ,NGOTSRC8 ,NGSRC8   ,LTOHRP8  ,LOHRPC8  ,LTNHRP8  ,LNHRPC8  ,RDLTNF8  ,BULB8    ,FLUOR8   ,CFLR8    ,HID8     ,HALO8    ,OTLT8    ,FLUORP8  ,SREF8    ,HEB8     ,WINTYP8  ,TINT8    ,REFL8    ,AWN8     ,SKYLT8   ,AUTOLT8  ,DAYLTP8  ,HDD658   ,CDD658   ,MFEUI8   ,ELCEUI8   ,ADJWT8   
12750,4,3,2,1,1,2,2,2,2,3,1,3,1,1,2,2,2,1, ,   , ,1,2,2,1,2,1,2,1,2,2,1,2,2, ,4,1,1,2,12,2,2,1,1,60,4,25,5,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3,1,2, ,100,1,2,2,2,2,2,2,2,100,1,1,2, ,2,1,1, ,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,999,2,1,45,4,2, ,9,2,1,3,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,2,1,2,2,2,2,100,2,2,2,2,2,1,2,2,0,4194,1897,98.83427451,11.71341176,402.35
17500,4,6,12,1,1,2,2,2,2,4,1,1,4,2,1, ,5,1, ,   , , , , , , , , , , , , , ,2, ,3,1,1,2,12,2,2,1,1,40,3,3,2,1,1,1,1,1,2,2,1,2,100,1,2,2,1,2,2,2,1,1,2, ,100,1,2,2,2,2,2,2,2,100,1,1,2, ,2,2,1, ,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,   ,        ,  ,3,1,1,4,3,4,1,3,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,15,1,0,5,1,1,1,2,2,2,2,100,2,1,1,2,2,2,2,2,0,3374,1276,86.23851429,6.457714286,734.43
106000,7,7,25,1,1,2,2,2,2,3,1,5,5,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,12,2,2,1,1,95,6,30,5,1,2,1,1,1,2,1,1,2,100,2,2,1,1,2,2,2,3, ,1,3,100,1,2,2,2,2,2,2,2,100,1, ,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,   ,        ,  ,10,3,2, ,8,4,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,9,9,9,9,9,9,100,4,25,1,1,2,1,1,2,2,2,90,2,1,4, , , , , ,   ,2295,1292,62.40966038,16.18032075,97.97
74000,6,6,14,1,1,2,2,2,2,4,1,7,1,1,2,2,5,2,2,   ,2, , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,2,55,4,103,7,1,1,1,1,1,2,2,1,2,100,1,2,1,1,1,2,2,5,1,1,3,95,2,2,2,1,2,1,1,2,   ,6,2,1,3,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,10,2,1,250,7,2, ,10,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,95,4,25,1,1,2,1,2,2,2,2,100,2,1,3,1,1,1,2,2,5,2719,1553,87.20141892,15.88133784,223.94
1550,2,7,14,1,2,2,2,2,2,5,1,4,4,1,2,1,2,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,2,40,3,2,2,1,2,1,2,2,2,2,1,1,100,2,2,2,1,2,2,2,4, ,1,3,100,2,2,1,2,2,2,2,2,   ,3, ,1,3, , , ,1, , ,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,12,3,1,1,2,1,2,     ,2,1,2,1, ,2, ,1, ,2, ,2, ,2, , ,2,1,2, , , ,95,4,0,5,1,2,1,2,2,2,2,100,1,1,2,2,2,2,2,2,0,832,4791,25.48645161,7.469677419,1702.02
13500,4,7,13,1,1,2,2,2,2,3,1,5,5,1,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,76,5,0,1,1,1,1,2,2,2,2,1,1,100,1,2,2,2,1,2,2,1, ,1,2,7,2,2,2,1,2,2,2,2,   ,4, ,1,2,2,2,2,2, , ,1,2,2,2,2,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,2,1,2,2,1,2,7,1,1,2,2,2,2,1,2,93,4931,1394,39.24474074,1.906444444,808.04
37000,5,2,5,1,1,2,2,2,2,3, ,1,6, , , ,  ,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,12,2,2,1,2,40,3,8,3,1,2,1,1,2,2,2,1,2,100,2,1,2,2,2,2,2,2,1,1,1,5,1,2,1,2,2,2,2,2,90,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,4,1,2, ,4,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,50,2,0,5,1,1,1,1,2,2,2,30,2,2,3,2,2,2,2,2,0,4680,1221,37.50181081,1.766837838,813.44
310000,8,6,18,1,1,2,2,2,2,4,1,1,1,3,1, ,11,4,1,5,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,1,1,1,1,168,7,200,7,1,1,1,1,1,2,2,1,2,100,2,2,1,1,2,2,2,4,1,1,2,100,1,2,2,2,2,1,2,2,10,6,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,3,1,35,4,1,4,11,4,1,5,1, ,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,80,4,   , , ,1,1,1,1,1,2,35,2,1,3,1,2,1,1,2,0,3011,1419,104.343971,23.40164516,124.18
12000,4,3,5,1,1,2,2,2,2,1,1,3,5,1,2,2,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,2,3,12,2,2,1,2,48,3,9,3,1,2,2,1,2,2,2,1,2,100,1,1,2,2,2,2,2,1,1,1,2,   , , , , , , , , ,   ,  , , , ,2, ,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,   ,1,1,5,2,2, ,3,4,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,10,1,1,1,1,1,1,2,2,20,2,2,1,2,2,2,2,2,0,5494,531,107.3313333,5.818,80.53
8000,3,6,12,1,1,2,2,2,2,3,1,1,4,1,1, ,8,1, ,   , , , , , , , , , , , , , ,2, ,3,1,1,2,12,2,2,1,1,40,3,5,3,1,1,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5,2,1,2,100,2,2,2,1,2,2,2,2,   ,4,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,3,1,2, ,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,2,1,1,1,1,1,1,2,2,75,2,1,2,2,2,2,2,2,0,3734,1051,19.57825,4.389625,2314.83
15000,4,3,2,1,1,2,2,2,2,3,1,1,4,3,2,1,2,3,2,   ,2,1,2,2,1,1,1,2,2,2,2,2,2,2, ,2,1,8,4,12,2,2,1,2,40,3,50,6,1,2,1,1,2,2,2,1,2,66,1,2,2,2,2,2,2,1,2,1,1,66,2,1,2,2,2,2,2,2,   ,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,4,1,45,4,1,4,12,2,1,10,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,1,1,2,2,2,2,80,2,2,1,2,2,2,2,2,0,4640,1125,53.51746667,10.8,869.22
1500000,10,5,24,1,1,1, ,2,2,7, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,229,8,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,1,2,2,1,2,1,2, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,2372,2588,74.21960933,19.810396,70.96
600000,9,6,18,1,1,1,2,2,2,4,1,3,1,4,1, ,7,4,1,9,1, , , , , , , , , , , , ,2, ,2,1,1,2,12,2,1,1,1,168,7,300,8,1,2,1,1,1,2,1,1,2,75,2,1,2,2,2,2,2,2,2,1,3,75,2,2,2,2,2,1,2,2,   ,6,2,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,150,6,1,4,50,1,1,3,1, ,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,3,30,2,   , , ,1,1,1,2,1,2,85,1,1,2,2,1,2,2,2,80,1248,449,72.97746167,8.86074,135.43
260000,8,2,2,1,2,2,2,1,2,3,1,1,1,2,2,1,2,8,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2, ,1,1,60,7,12,1,2,1,1,64,5,350,8,1,2,1,1,2,2,2,1,1,100,2,2,2,2,2,1,2,6, ,1,3,20,1,2,2,2,2,2,2,2,100,1,2,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,6,2,300,7,1,3,300,2,1,10,1,2,2,2, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,100,4,40,2,1,1,1,1,1,2,2,70,2,1,1,2,2,2,1,1,40,3844,282,155.1736308,4.898034615,82.18
4000,2,2,2,1,1,2,2,2,2,2,1,1,4,1,2,1,3,2,2,   ,2,1,1,2,1,2,1,2,1,2,2,1,2,2, ,6,1,2,3,12,2,1,1,1,168,7,4,2,1,1,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5,2,1,1,100,2,2,2,1,2,2,2,2,   ,4,2,1,1,2,2,1,2,1,2,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,2,1,1,1,2,1,2,     ,1, ,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,   , , ,2,1,2,2,2,2,100,2,2,3,2,2,2,2,2,50,5405,667,41.039,2.366,2463.5
28000,5,7,12,1,2,2,2,2,2,5,1,3,5,1,1, ,11,3,1,1,2, , , , , , , , , , , , ,2, ,3,1,1,2,12,2,2,1,1,48,3,0,1,2,2,1,1,2,2,2,1,1,   , , , , , , , , , , , ,100,2,2,2,2,2,1,2,2,   ,6, ,2, ,1,1,1, ,1,2,2, , , , , ,1,1,2,2,2,2,2,   ,1,1,4,1,2, ,4,4,1,1,2,1,2,2, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,20,1,1,1,1,2,2,1,2,50,2,1,2,1,2,2,2,2,0,723,3097,18.86446429,5.528857143,392.2
3750,2,1,1,1,1,2,2,2,2,2, ,1,1, , , ,  ,2,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,1,2,9,1,2,3,2,0,1,0,1,1,2,1,1,1,2,2,2,2,100,1,2,2,2,2,2,2,1,1,1,1,100,1,2,1,2,2,2,2,2,55,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,2,2,     ,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,   , ,25,1, ,2,1,2,2,2,2,100,2,1,1,2,2,1,2,2,15,5739,665,65.13786667,6.286933333,508.07
5000,2,4,5,1,2,2,2,2,2,4,1,3,4,1,1, ,1,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,12,2,1,1,1,168,7,6,3,1,2,1,1,2,2,2,1,2,20,2,2,2,1,2,2,2,4,1,1,3,25,2,1,2,2,2,2,2,2,   ,2,1,1,3,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,15,3,2, ,5,4,1,1,1, ,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,   , , ,2,1,2,2,2,2,100,2,1,1,1,2,2,1,2,10,1151,1248,24.5902,7.207,1567.79
2400,2,3,14,1,1,2,2,2,2,4,1,4,4,3,2,2,1,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,1,2,12,2,2,1,2,60,4,23,5,1,2,1,1,1,2,2,1,2,100,2,2,1,2,2,2,2,3,2,2, ,100,1,2,2,2,2,2,2,2,100,1,2,2, ,2,2,1, ,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,1,2,     ,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,100,4,10,1,1,2,1,2,2,2,2,100,2,1,2,1,2,2,2,2,0,3022,1331,245.315,28.90166667,1769.43
100001,7,7,2,1,2,2,1,2,2,4,1,1,6,4,1, ,2,5,1,3,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,1,2,1,1,70,5,250,8,1,2,1,1,2,2,1,1,1,100,2,2,1,2,2,2,2,3, ,1,3,100,1,2,2,2,2,2,2,2,100,1, ,1,3,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,999,600,8,737,8,1,2,500,4,1,64,1,2,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,80,4,20,1,1,2,1,1,1,1,2,97,2,1,2,1,2,2,2,2,0,3736,1071,114.498345,33.55754442,222.04
250000,8,6,8,1,1,1,2,1,2,1,1,1,2,2,1, ,7,4,1,10,2, , , , , , , , , , , , ,1,1,8,1,1,2,12,2,1,1,1,168,7,175,7,1,2,1,1,1,2,1,1,1,100,2,2,2,2,2,1,2,6, ,2, ,70,2,2,1,2,2,1,2,2,   ,6,1,2, ,1,2,1, ,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,200,6,1,3,150,4,1,30,1, ,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,90,4,   , , ,1,1,1,2,1,2,90,2,1,2,1,2,2,1,2,0,6689,567,335.19264,17.211628,14.75
3250,2,7,2,1,1,2,2,2,2,1,1,4,4,2,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,1, ,2,1,2,50,4,7,3,1,1,1,1,2,2,2,1,1,100,1,2,2,1,2,2,2,1, ,1,1,100,2,1,2,2,2,2,2,2,   ,2, ,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,10,3,1,8,2,1,4,2,2,1,1,1,4,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,20,1,1,2,1,2,2,1,2,100,1,1,2,1,2,2,2,2,0,8832,642,51.12738462,12.66953846,661.9
1000000,9,5,2,1,1,2,2,1,1,3,1,3,1,3,2,1,3,992,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,1,41,6,12,2,1,1,1,168,7,7500,12,1,1,1,1,1,2,2,1,2,60,2,2,1,2,2,1,2,6, ,1,3,50,1,2,2,2,2,1,2,2,2,6,1,1,3,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,999,406,7,8000,11,1,3,4000,4,1,1000,1, ,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,100,4,   , , ,1,1,1,1,1,2,92,1,1,3,1,1,2,2,1,0,5171,802,186.013286,37.360928,3.19
41000,5,8,12,1,2,2,2,2,2,5,1,3,5,2,1, ,1,2,1,1,2, , , , , , , , , , , , ,2, ,3,1,1,2,12,2,2,1,1,70,5,5,3,1,2,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5, ,1,2,100,2,2,2,1,2,2,2,2,   ,4, ,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,5,2,2, ,5,2,1,2,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,5,1,2,1,1,1,1,2,2,2,2,75,2,2,1,1,2,2,2,2,30,617,4320,11.0332439,3.233658537,406.52
4100,2,7,13,1,2,2,1,2,2,3,1,5,5,1,1, ,3,1, ,   , , , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,3,1,12,2,2,2,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1, ,1,2,100,2,1,2,2,2,2,2,2,   ,2, ,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,2,     ,2,2,2,2, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,0,5,1,1,1,2,2,2,2,5,2,1,4, , , , , ,   ,5894,1087,8.08902439,2.370731707,2447.55
180000,7,7,18,1,1,2,2,2,2,2,1,1,6,3,1, ,2,6,1,2,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,2,1,1,1,168,7,25,5,1,1,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,1,1,1, ,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,6,2,2, ,4,1,1,3,1, ,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,2,2,30,2,1,2,2,2,1,1,2,0,6097,583,95.42416667,15.18246111,116.76
15000,4,4,25,1,1,2,2,2,2,2,1,1,1,2,2,1,9,2,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,12,2,2,1,1,67,5,5,3,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3,2,2, ,66,1,2,2,2,2,2,2,2,100,1,2,2, ,2,2,1, ,1,2,1,1,2,2,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,1, ,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,100,4,5,1,1,1,1,2,2,2,2,90,2,1,1,2,2,1,1,2,10,6467,629,160.7812,13.2008,864.37
35500,5,5,14,1,1,2,2,1,2,1,1,3,1,1,2,1,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,9,1,1,2,12,2,2,1,1,84,5,24,5,1,2,1,1,2,2,2,1,1,100,2,2,2,2,2,1,2,6, ,1,3,100,2,2,2,2,2,1,2,2,   ,6,1,1,3,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,20,4,150,6,1,1,3,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,2,1,1,2,2,2,100,1,1,2,1,2,2,2,2,2,7628,562,192.7789296,10.1268169,720.92
8000,3,6,23,1,1,2, ,2,2,4, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,5,3,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,2,1,2,1,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,2915,1333,97.6485,25.2575,343.4
29000,5,7,14,1,2,2,2,2,2,5,1,3,5,2,1, ,3,2,1,1,2, , , , , , , , , , , , ,2, ,3,1,1,2,12,2,2,1,1,48,3,0,1,2,2,1,1,2,2,2,1,1,   , , , , , , , , , , , ,100,2,1,2,2,2,2,2,2,   ,2, ,2, ,1,1,1, ,3,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,4,1,1,2,1,2,2, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,30,2,0,5,1,2,1,2,2,2,2,100,2,1,3,1,2,2,2,2,0,658,3965,27.26989655,7.992344828,460.92
172000,7,4,25,1,1,2,2,2,2,1,1,1,6,1,1, ,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2, ,1,2,6,4,12,2,2,1,1,110,6,85,6,1,2,1,1,2,2,2,1,1,100,2,1,2,1,2,2,2,2,2,1,1,100,1,2,2,2,2,1,2,2,15,6,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,   ,2,1,80,5,1,2,7,1,1,1,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,95,4,5,1,1,1,1,1,1,2,2,90,1,1,2,2,2,2,2,2,0,5918,749,96.9252093,25.91584302,83.77
1600,2,7,15,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,133,6,25,5,1,2,1,1,1,2,2,1,2,85,2,2,1,2,2,2,2,3, ,1,1,85,1,2,2,2,2,2,2,2,100,1, ,1,1,1,1,1,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,   ,1,1,5,2,2, ,3,3,2,     ,1,3,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,1,1,2,2,2,75,1,1,2,1,2,1,2,2,40,6512,601,824.306875,109.939375,1701.91
450000,8,2,16,1,1,2,2,2,2,2,1,1,6,2,2,1,2,11,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,1,1,2,12,1,1,1,1,168,7,100,7,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,2, ,100,1,2,2,2,2,1,2,2,20,6,2,2, ,2,2,1, ,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,10,3,70,5,1,4,35,1,1,10,1, ,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,30,2,   , , ,1,1,1,2,2,2,95,2,1,3,2,2,2,2,2,0,4360,1237,102.0122689,9.823131111,5.83
4000,2,8,8,1,1,2,2,2,2,1,1,1,4,2,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,2,3,12,2,2,1,1,44,3,5,3,1,2,1,1,2,2,2,2,2,100,1,2,2,2,2,2,2,1, ,1,1,100,2,1,2,2,2,2,2,2,   ,2, ,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,3,1,1,3,3,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,1,1,2,2,2,2,90,1,1,2,1,2,1,2,2,0,7826,372,36.616,7.62675,2724.37
12000,4,4,14,1,2,2,2,2,2,4,1,1,1,2,1, ,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,1,1,2,12,2,2,1,2,55,4,14,4,1,2,1,1,2,2,2,1,1,75,2,2,2,2,1,2,2,5,2,1,3,75,2,2,2,1,2,2,2,2,   ,4,2,1,3,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,11,3,2, ,2,1,2,     ,2,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,95,4,10,1,1,2,1,1,2,2,2,95,1,1,3,2,2,2,2,2,0,2298,2067,44.87691667,13.15266667,1769.43
102000,7,4,14,1,1,1,2,2,2,1,1,1,6,1,2,1,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,10,1,1,2,12,2,2,1,2,70,5,80,6,1,1,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,1,3,70,2,2,2,2,2,1,2,2,   ,6,1,1,3,1,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,15,4,1,140,6,2, ,16,2,1,3,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,2,1,2,1,1,2,80,1,1,3,2,2,2,2,1,10,7525,819,39.35435294,9.195539216,132.13
1550,2,6,14,1,2,2,2,2,2,5,1,4,4,1,1, ,2,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,10,2,2,1,2,35,2,2,2,1,2,1,2,2,2,2,1,1,100,2,2,2,2,1,2,2,5,2,1,2,100,2,2,2,1,2,2,2,2,   ,4,2,1,2,2,2,1,2, , ,2, , , , , ,1,2,2,2,2,1,2,999,        ,  ,4,1,2, ,1,2,1,1,2,1,2,1, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,100,4,100,4,2,2,1,2,2,2,2,100,2,2,1,2,2,2,2,2,0,1579,2826,50.75935484,14.87677419,1945.16
28000,5,8,26,1,1,2,2,2,2,3,1,1,4,3,2,1,2,2,1,1,2, , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,1,65,5,47,5,1,2,1,1,2,2,2,2,2,100,1,2,2,2,2,2,2,1, ,1,1,100,1,2,2,2,2,2,2,2,100,1, ,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,21,4,1,4,15,2,1,1,1,3,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,10,1,1,1,1,1,2,1,2,100,1,1,2,2,1,2,2,2,50,3610,1619,83.84160714,18.472,864.37
